,country,points,price,province
4772,US,90,23,Washington
4773,Argentina,90,20,Mendoza Province
4774,Spain,90,25,Northern Spain
4775,Italy,90,90,Tuscany
4776,Argentina,90,17,Mendoza Province
4777,Austria,90,,Wagram-Donauland
4778,US,90,30,California
4779,Austria,90,,Südsteiermark
4780,US,90,25,California
4781,Italy,90,50,Tuscany
4782,Austria,90,41,Kamptal
4783,Austria,90,26,Kamptal
4784,Argentina,90,95,Mendoza Province
4785,Italy,90,90,Tuscany
4786,Italy,90,38,Tuscany
4787,Italy,86,18,Northeastern Italy
4788,Greece,86,14,Mantinia
4789,US,85,9,California
4790,US,85,17,California
4791,Italy,85,15,Northeastern Italy
4792,Italy,85,16,Central Italy
4793,Italy,85,19,Tuscany
4794,Greece,85,18,Nemea
4795,Italy,85,18,Central Italy
4796,Argentina,85,13,Mendoza Province
4797,Greece,85,10,Mantinia
4798,Italy,85,16,Central Italy
4799,US,85,32,California
4800,Italy,85,12,Veneto
4801,US,85,10,California
4802,Greece,85,17,Mantinia
4803,US,85,20,California
4804,Italy,85,18,Tuscany
4805,US,85,18,California
4806,Argentina,85,20,Mendoza Province
4807,US,85,17,California
4808,Austria,85,15,Niederösterreich
4809,US,85,18,Oregon
4810,US,85,48,California
4811,Italy,85,14,Veneto
4812,South Africa,85,20,Swartland
4813,Italy,85,20,Northeastern Italy
4814,Argentina,85,15,Other
4815,France,85,,Champagne
4816,US,85,28,California
4817,US,85,25,California
4818,US,85,25,California
4819,US,85,26,California
4820,US,85,15,Washington
4821,US,85,15,Washington
4822,US,85,48,California
4823,US,85,24,California
4824,US,85,35,California
4825,US,85,40,California
4826,US,85,22,California
4827,France,85,,Champagne
4828,US,85,22,California
4829,US,85,9,Washington
4830,US,85,30,California
4831,US,85,24,California
4832,US,85,22,California
4833,US,85,32,California
4834,US,85,25,California
4835,US,85,20,California
4836,Portugal,87,50,Port
4837,US,87,21,California
4838,Italy,87,20,Tuscany
4839,Portugal,87,18,Douro
4840,Portugal,87,15,Douro
4841,Chile,87,10,Casablanca Valley
4842,US,87,15,California
4843,US,87,26,California
4844,Chile,87,14,Leyda Valley
4845,US,87,22,Oregon
4846,Italy,87,19,Tuscany
4847,Italy,87,,Tuscany
4848,Portugal,87,10,Lisboa
4849,Germany,87,16,Franken
4850,Italy,87,19,Tuscany
4851,Italy,87,26,Tuscany
4852,France,87,,Beaujolais
4853,Italy,87,21,Tuscany
4854,France,87,18,Southwest France
4855,France,87,15,Southwest France
4856,Spain,87,12,Northern Spain
4857,Italy,87,32,Tuscany
4858,Italy,87,30,Tuscany
4859,Germany,87,12,Pfalz
4860,Italy,87,15,Tuscany
4861,Portugal,87,10,Alentejano
4862,US,87,35,California
4863,Portugal,87,13,Alentejano
4864,US,87,18,Oregon
4865,US,87,50,California
4866,Portugal,87,13,Douro
4867,US,87,50,California
4868,US,87,30,California
4869,Spain,87,22,Catalonia
4870,US,87,26,Oregon
4871,Italy,87,30,Italy Other
4872,US,87,10,Oregon
4873,Italy,87,12,Tuscany
4874,Greece,87,25,Nemea
4875,Germany,87,13,Nahe
4876,Italy,87,28,Tuscany
4877,US,87,38,California
4878,Italy,87,37,Tuscany
4879,Portugal,87,17,Douro
4880,Italy,87,40,Lombardy
4881,Chile,87,15,Maipo Valley
4882,Chile,87,12,Maule Valley
4883,Germany,87,20,Mosel
4884,Greece,87,25,Chalkidiki
4885,Spain,87,14,Northern Spain
4886,Italy,87,13,Italy Other
4887,US,87,30,Oregon
4888,US,87,17,California
4889,US,87,22,California
4890,Chile,87,15,Maule Valley
4891,Chile,87,14,Maule Valley
4892,Italy,87,30,Tuscany
4893,US,87,17,California
4894,US,87,35,California
4895,US,87,28,California
4896,Lebanon,91,75,Lebanon
4897,France,91,,Burgundy
4898,US,91,36,California
4899,US,91,20,Virginia
4900,US,91,21,California
4901,US,91,40,California
4902,Portugal,91,20,Dão
4903,Portugal,91,,Alentejano
4904,Portugal,91,23,Alentejano
4905,Portugal,91,40,Alentejano
4906,Italy,91,62,Piedmont
4907,Germany,91,20,Pfalz
4908,Argentina,91,62,Mendoza Province
4909,Portugal,91,,Vinho Verde
4910,Portugal,91,24,Alentejano
4911,Germany,91,37,Baden
4912,Argentina,91,100,Other
4913,US,91,19,California
4914,Italy,91,38,Piedmont
4915,Italy,91,28,Sicily & Sardinia
4916,Portugal,91,60,Tejo
4917,Portugal,91,,Vinho Verde
4918,US,91,40,Oregon
4919,US,91,58,Oregon
4920,US,91,48,California
4921,Italy,91,20,Sicily & Sardinia
4922,France,91,,Burgundy
4923,US,91,25,Oregon
4924,Italy,91,30,Sicily & Sardinia
4925,Portugal,91,,Douro
4926,Argentina,86,13,Mendoza Province
4927,South Africa,86,30,Western Cape
4928,Australia,86,28,Tasmania
4929,South Africa,86,12,Western Cape
4930,South Africa,86,11,Coastal Region
4931,Spain,86,49,Northern Spain
4932,Argentina,86,20,Other
4933,US,86,25,Washington
4934,US,86,12,California
4935,US,86,28,California
4936,US,86,20,California
4937,US,86,16,Washington
4938,Portugal,86,9,Dão
4939,Portugal,86,18,Lisboa
4940,US,86,9,California
4941,US,86,30,California
4942,Australia,86,10,Australia Other
4943,Argentina,86,12,Mendoza Province
4944,US,86,11,California
4945,US,86,28,Washington
4946,Italy,86,13,Tuscany
4947,Portugal,86,14,Alentejo
4948,Portugal,86,9,Setubal
4949,US,86,11,California
4950,France,86,,Bordeaux
4951,US,86,69,California
4952,US,86,13,California
4953,US,86,20,California
4954,Spain,86,7,Central Spain
4955,Spain,86,15,Northern Spain
4956,France,90,37,Loire Valley
4957,US,90,42,California
4958,Spain,90,35,Central Spain
4959,US,90,26,California
4960,Italy,90,23,Northeastern Italy
4961,Italy,90,22,Northeastern Italy
4962,France,90,25,Loire Valley
4963,France,90,20,Loire Valley
4964,US,90,60,California
4965,US,90,65,California
4966,Spain,90,35,Catalonia
4967,Argentina,90,40,Mendoza Province
4968,France,90,26,Loire Valley
4969,France,90,,Southwest France
4970,France,90,29,Loire Valley
4971,Italy,90,35,Veneto
4972,Chile,90,19,Leyda Valley
4973,US,90,45,California
4974,US,90,34,California
4975,US,90,28,California
4976,US,89,55,California
4977,Germany,88,48,Württemberg
4978,US,88,13,Washington
4979,Italy,88,,Sicily & Sardinia
4980,Italy,88,39,Southern Italy
4981,France,88,,Bordeaux
4982,France,88,,Bordeaux
4983,France,88,36,Languedoc-Roussillon
4984,Italy,88,30,Southern Italy
4985,France,88,11,Languedoc-Roussillon
4986,New Zealand,88,15,Marlborough
4987,Chile,88,15,Elqui Valley
4988,US,88,35,California
4989,South Africa,88,19,Robertson
4990,Italy,88,54,Southern Italy
4991,Italy,88,30,Veneto
4992,Australia,88,25,South Australia
4993,US,88,70,California
4994,Italy,88,23,Veneto
4995,New Zealand,88,19,Marlborough
4996,Italy,88,45,Southern Italy
4997,Italy,88,12,Sicily & Sardinia
4998,US,88,50,California
4999,Chile,88,19,Casablanca Valley
5000,Germany,88,27,Mosel-Saar-Ruwer
